category,MAE,RMSE,WAPE,WAPE_pct,n
功能饮料,14.305263845369423,18.291835962216396,0.27529030080436,27.529030080436,28
包装散称,17.37842485831936,27.90823385523155,0.3655866987475147,36.55866987475147,28
碳酸饮料,15.305912410511171,20.913965703052597,0.3739664463301159,37.39664463301159,28
包装海苔,4.316718327800853,6.388850117541158,0.418228765323266,41.8228765323266,28
乳类饮品,5.349146318645309,6.12970872923636,0.43287889283834874,43.28788928383487,28
速食类,5.206927753551518,7.0097016383120305,0.45560617843575785,45.560617843575784,28
包装坚果,3.150719745983188,3.9704081174836174,0.5070123729168349,50.70123729168349,28
包装冲饮,4.266751954053989e-81,8.467094339523224e-81,,,28
