level,model_id,window_start,MAE,RMSE,WAPE,actual_sum,prediction_sum,n_units
store_via_store_product,lag_ridge,2022-03-25,55.14877174961042,63.260825709115444,0.2978714523512908,1296.0,1623.6593719348252,7.0
store_via_store_product,seasonal_naive_7,2022-03-01,27.0,37.36499507751683,0.15922493681550126,1187.0,1060.0,7.0
store_via_store_product,seasonal_naive_7,2022-03-08,60.142857142857146,77.55827302284209,0.28369272237196763,1484.0,1187.0,7.0
store_via_store_product,seasonal_naive_7,2022-03-15,48.142857142857146,63.75287108380745,0.2897678417884781,1163.0,1484.0,7.0
store_via_store_product,seasonal_naive_7,2022-03-22,31.428571428571427,42.11548748043035,0.17929910350448247,1227.0,1163.0,7.0
store_via_store_product,seasonal_naive_7,2022-03-25,34.142857142857146,43.400131665369734,0.18441358024691357,1296.0,1169.0,7.0
store_via_store_product,stage2_best,2022-03-01,31.0863228187994,45.83783092927638,0.18332288098702257,1187.0,1029.6049881619874,7.0
store_via_store_product,stage2_best,2022-03-08,59.93245982901044,74.44799226446202,0.2827002822123134,1484.0,1163.51655434486,7.0
store_via_store_product,stage2_best,2022-03-15,31.2422398843843,42.28465687455435,0.18804443610549448,1163.0,1332.7985629986063,7.0
store_via_store_product,stage2_best,2022-03-22,38.375805001730406,48.53237087111147,0.21893287287050764,1227.0,1206.941558028654,7.0
store_via_store_product,stage2_best,2022-03-25,38.56042934774183,52.30342917898692,0.20827392394613642,1296.0,1249.7532483207701,7.0
