store_id,nobs,r_squared,activity_coef,activity_p,holiday_coef,holiday_p,avg_temperature_coef,avg_temperature_p,weather_max_abs_coef,weather_terms_count,status
14,9386,0.4651560487771793,0.41595122549767855,3.3721106604337093e-23,-0.0079252775697393,0.7342321244776919,0.006006137839259856,0.0039766240297206485,0.2587896372641056,3,ok
18,7220,0.2507671547303386,0.06291052694809127,0.5225020643060861,-0.04352941085659044,0.39825936815168406,0.0005031605654135661,0.9179294207500469,0.6880504060829766,3,ok
23,8664,0.24893295262597115,0.44317699370517055,1.4648986188583806e-19,0.09709272251284974,0.0061046423893934745,0.005815073838269425,0.006472466192168298,0.3033072191945909,3,ok
47,8664,0.39583446557696045,0.6119370187555522,4.982609114479216e-15,0.06453537279495913,0.05906177235406064,-0.00017161889649927966,0.9501539759863306,0.143651389006466,3,ok
69,8664,0.47835490190248753,0.43639980729887673,1.4678494114615571e-09,0.19526255263150546,3.7934372421258477e-06,-0.00415717912883142,0.12891013890144912,0.2417763105237537,3,ok
178,8664,0.5694445345916268,0.22039146558787218,0.015478933731450595,-0.024688010972861735,0.511635181563631,0.003211092792586822,0.34039694950221,0.2443822888196219,3,ok
276,7220,0.14760610335798718,0.028319429532586954,0.07102950586091855,-0.002976147435548259,0.8116960627233685,0.000509317043401848,0.6269472623267556,0.17155840748020018,3,ok
