level,model,model_label,MAE,RMSE,WAPE,actual_sum,prediction_sum,n,WAPE_pct
store_category,ridge,综合Ridge回归,2.3507912501538324,4.5168019806138195,0.6751167802356367,5432.0,4956.536023085402,1560,67.51167802356368
store_category,random_forest,综合随机森林,2.3869286242259378,4.367464451632903,0.6854949657202619,5432.0,5407.872528856672,1560,68.54949657202619
store_category,q1_store_product_exp_smoothing,问题一门店-商品简单指数平滑,2.4238784284296995,4.653259587732092,0.696106470609413,5432.0,5281.502341182853,1560,69.6106470609413
store_category,baseline_moving_average_7,Baseline移动平均(7日),2.4424908424908427,4.617816383616782,0.7014517147065013,5432.0,5305.142857142857,1560,70.14517147065013
store_category,baseline_rolling_mean_14,Baseline滚动均值(14日),2.4478021978021975,4.645161445643874,0.702977067115506,5432.0,5186.285714285714,1560,70.2977067115506
