level,category,point_forecast_7day_sales,residual_q10,residual_median,residual_q90,residual_mean,mean_abs_residual,residual_std,residual_count,validation_actual_7day_mean,validation_prediction_7day_mean,interval_method,lower_80pct_empirical,median_residual_adjusted_forecast,upper_80pct_empirical
category,包装散称,439.96489660748574,-4.295723379392985,50.44085737211513,134.78489782248215,61.01495012170759,72.25132068746424,78.41390908234469,4,332.75,271.73504987829244,严格递推验证7日残差经验10%-90%分位数,435.66917322809275,490.4057539796009,574.7497944299679
category,功能饮料,364.48142427339985,-54.34889634656459,-47.10930989577983,10.396718202023045,-29.15700930755908,46.56544773369076,42.917229233229655,4,363.75,392.90700930755906,严格递推验证7日残差经验10%-90%分位数,310.1325279268353,317.37211437762005,374.8781424754229
category,碳酸饮料,240.58875867094696,-108.29707710752763,19.581424526646245,74.98065026516004,-6.304031150375216,76.23404449182928,103.05250568059809,4,286.5,292.8040311503752,严格递推验证7日残差经验10%-90%分位数,132.29168156341933,260.1701831975932,315.569408936107
category,乳类饮品,88.73397653054904,-15.347530712898678,-4.617010571644933,9.395691862134381,-3.4448026100286597,10.902115050504406,14.128866884652155,4,86.5,89.94480261002866,严格递推验证7日残差经验10%-90%分位数,73.38644581765037,84.1169659589041,98.12966839268343
category,速食类,83.98995373726106,-2.628587800458014,8.633867256390182,19.826138577005466,8.608801636307,11.115058583978936,12.838690620524003,4,80.0,71.39119836369301,严格递推验证7日残差经验10%-90%分位数,81.36136593680305,92.62382099365124,103.81609231426653
category,包装海苔,65.17605393932757,-13.903256185157739,4.125565427956655,14.648044683923906,1.444728871832675,12.409989094632428,15.618324299348991,4,72.25,70.80527112816733,严格递推验证7日残差经验10%-90%分位数,51.27279775416984,69.30161936728423,79.82409862325147
category,包装坚果,46.958935215310504,-7.091598348152469,-2.6752834457831725,4.075043582365554,-1.8417076865762336,5.2105823215621445,6.4123378218119305,4,43.5,45.341707686576235,严格递推验证7日残差经验10%-90%分位数,39.86733686715804,44.28365176952733,51.033978797676056
category,包装冲饮,0.0,-8.325281026989291e-80,-4.6664751307078116e-82,-2.2100191086564357e-84,-2.9867263678377928e-80,2.9867263678377928e-80,5.9113892349499605e-80,4,0.0,2.9867263678377928e-80,严格递推验证7日残差经验10%-90%分位数,0.0,0.0,0.0
