store_id,store_name,product_a,product_b,corr,nonzero_both_days,product_a_nonzero_days,product_b_nonzero_days,n_days
178,C地五乡镇店,12000134-百事可乐600m...,12000292-红牛,0.5028193718928816,354,358,393,730
178,C地五乡镇店,12000292-红牛,12001131-旺仔牛奶,0.4271662375600681,312,393,315,730
178,C地五乡镇店,11002561-乡吧哥蜜汁鸡翅,12001131-旺仔牛奶,0.4217020523577639,268,328,315,730
178,C地五乡镇店,12000134-百事可乐600m...,12001131-旺仔牛奶,0.4207289224194006,284,358,315,730
178,C地五乡镇店,11002561-乡吧哥蜜汁鸡翅,12000292-红牛,0.42046277061196224,326,328,393,730
178,C地五乡镇店,11002170-三养辣火鸡味拌面,12000134-百事可乐600m...,0.4167127469885007,239,261,358,730
178,C地五乡镇店,11001020-韩国海牌海苔 /...,11002561-乡吧哥蜜汁鸡翅,0.40211661681563543,155,184,328,730
178,C地五乡镇店,11002170-三养辣火鸡味拌面,11002561-乡吧哥蜜汁鸡翅,0.3960876822823761,213,261,328,730
178,C地五乡镇店,11002605-老板仔香脆海苔卷...,11005780-大丰古法瓜子,0.3957061276855209,52,82,181,730
178,C地五乡镇店,11002170-三养辣火鸡味拌面,12000292-红牛,0.37758821566666145,259,261,393,730
178,C地五乡镇店,11002561-乡吧哥蜜汁鸡翅,11008516-李子柒螺蛳粉33...,0.353056920724877,167,328,204,730
178,C地五乡镇店,11005780-大丰古法瓜子,12000292-红牛,0.3483873587348292,180,181,393,730
178,C地五乡镇店,11001020-韩国海牌海苔 /...,12000134-百事可乐600m...,0.3353172195493278,168,184,358,730
178,C地五乡镇店,11002170-三养辣火鸡味拌面,12001131-旺仔牛奶,0.3329689397089234,206,261,315,730
178,C地五乡镇店,11000405-百事可乐330m...,12000134-百事可乐600m...,0.3135526428297528,141,151,358,730
178,C地五乡镇店,11001020-韩国海牌海苔 /...,11002170-三养辣火鸡味拌面,0.31187835296989697,131,184,261,730
178,C地五乡镇店,11002170-三养辣火鸡味拌面,11005780-大丰古法瓜子,0.30439752776492707,122,261,181,730
178,C地五乡镇店,11000405-百事可乐330m...,12000292-红牛,0.3040657770568047,150,151,393,730
178,C地五乡镇店,11000405-百事可乐330m...,12001131-旺仔牛奶,0.30330568821384635,118,151,315,730
178,C地五乡镇店,11008516-李子柒螺蛳粉33...,12000134-百事可乐600m...,0.29987984264141976,180,204,358,730
178,C地五乡镇店,11005780-大丰古法瓜子,12001131-旺仔牛奶,0.2901214459920916,138,181,315,730
178,C地五乡镇店,11002561-乡吧哥蜜汁鸡翅,11005780-大丰古法瓜子,0.28938733676510575,144,328,181,730
178,C地五乡镇店,11002561-乡吧哥蜜汁鸡翅,11002605-老板仔香脆海苔卷...,0.28665894963365374,71,328,82,730
178,C地五乡镇店,11002605-老板仔香脆海苔卷...,12000134-百事可乐600m...,0.2844145755961042,80,82,358,730
178,C地五乡镇店,11005780-大丰古法瓜子,12000134-百事可乐600m...,0.28228791932754055,167,181,358,730
178,C地五乡镇店,11000405-百事可乐330m...,11002170-三养辣火鸡味拌面,0.28023020663952225,108,151,261,730
178,C地五乡镇店,11005780-大丰古法瓜子,11008516-李子柒螺蛳粉33...,0.27795568823304384,104,181,204,730
178,C地五乡镇店,11002170-三养辣火鸡味拌面,11008516-李子柒螺蛳粉33...,0.2661195155566526,129,261,204,730
178,C地五乡镇店,11002561-乡吧哥蜜汁鸡翅,11004973-特仑苏纯牛奶,0.2639548272786717,83,328,102,730
178,C地五乡镇店,11004973-特仑苏纯牛奶,12000134-百事可乐600m...,0.25818665303791277,94,102,358,730
178,C地五乡镇店,11004973-特仑苏纯牛奶,12000292-红牛,0.2577089232400309,102,102,393,730
178,C地五乡镇店,11001020-韩国海牌海苔 /...,11008516-李子柒螺蛳粉33...,0.25108364972253755,104,184,204,730
178,C地五乡镇店,11002605-老板仔香脆海苔卷...,12001131-旺仔牛奶,0.23630966787509017,64,82,315,730
178,C地五乡镇店,11001020-韩国海牌海苔 /...,12001131-旺仔牛奶,0.2217145284908485,149,184,315,730
178,C地五乡镇店,11001020-韩国海牌海苔 /...,12000292-红牛,0.2170885334538667,181,184,393,730
178,C地五乡镇店,11000405-百事可乐330m...,11002561-乡吧哥蜜汁鸡翅,0.2148101696358748,131,151,328,730
178,C地五乡镇店,11001020-韩国海牌海苔 /...,11002605-老板仔香脆海苔卷...,0.20127412352688293,45,184,82,730
178,C地五乡镇店,11008516-李子柒螺蛳粉33...,12001131-旺仔牛奶,0.19205333573182543,154,204,315,730
178,C地五乡镇店,11004973-特仑苏纯牛奶,12001131-旺仔牛奶,0.18823044874223893,80,102,315,730
178,C地五乡镇店,11002605-老板仔香脆海苔卷...,12000292-红牛,0.17932208731761198,82,82,393,730
178,C地五乡镇店,11004973-特仑苏纯牛奶,11005780-大丰古法瓜子,0.17301886642478903,49,102,181,730
178,C地五乡镇店,11008516-李子柒螺蛳粉33...,12000292-红牛,0.16905995583698805,203,204,393,730
178,C地五乡镇店,11001020-韩国海牌海苔 /...,11004973-特仑苏纯牛奶,0.1590938877998212,57,184,102,730
178,C地五乡镇店,11000405-百事可乐330m...,11008516-李子柒螺蛳粉33...,0.15506239092766247,82,151,204,730
178,C地五乡镇店,11002170-三养辣火鸡味拌面,11004973-特仑苏纯牛奶,0.15118016344047255,67,261,102,730
178,C地五乡镇店,11000405-百事可乐330m...,11002605-老板仔香脆海苔卷...,0.14323286458537499,33,151,82,730
178,C地五乡镇店,11002170-三养辣火鸡味拌面,11002605-老板仔香脆海苔卷...,0.14201475287214785,58,261,82,730
178,C地五乡镇店,11000405-百事可乐330m...,11005780-大丰古法瓜子,0.13367747847813985,65,151,181,730
178,C地五乡镇店,11001020-韩国海牌海苔 /...,11005780-大丰古法瓜子,0.12919525530646211,78,184,181,730
178,C地五乡镇店,11000405-百事可乐330m...,11001020-韩国海牌海苔 /...,0.12888348594181007,81,151,184,730
178,C地五乡镇店,11000405-百事可乐330m...,11004973-特仑苏纯牛奶,0.11477467136784822,37,151,102,730
178,C地五乡镇店,11002605-老板仔香脆海苔卷...,11004973-特仑苏纯牛奶,0.10183353801675421,25,82,102,730
178,C地五乡镇店,11002605-老板仔香脆海苔卷...,11008516-李子柒螺蛳粉33...,0.08884817097951288,33,82,204,730
178,C地五乡镇店,11004973-特仑苏纯牛奶,11008516-李子柒螺蛳粉33...,0.06272576971875368,44,102,204,730
276,A地双桥路店,11000405-百事可乐330m...,12001131-旺仔牛奶,0.3231532588011792,5,28,23,730
276,A地双桥路店,11002561-乡吧哥蜜汁鸡翅,12000134-百事可乐600m...,0.2733778217678068,31,72,88,730
276,A地双桥路店,11002561-乡吧哥蜜汁鸡翅,11005780-大丰古法瓜子,0.23764523917410435,22,72,37,730
276,A地双桥路店,11000405-百事可乐330m...,11002561-乡吧哥蜜汁鸡翅,0.18103286088782738,10,28,72,730
276,A地双桥路店,12000134-百事可乐600m...,12000292-红牛,0.17895892674648473,21,88,61,730
276,A地双桥路店,11005780-大丰古法瓜子,12000134-百事可乐600m...,0.1760568563455017,19,37,88,730
276,A地双桥路店,11000405-百事可乐330m...,12000292-红牛,0.16027904117024347,11,28,61,730
276,A地双桥路店,11002170-三养辣火鸡味拌面,12001131-旺仔牛奶,0.15867107416981097,4,19,23,730
276,A地双桥路店,11002170-三养辣火鸡味拌面,12000134-百事可乐600m...,0.1523432212579572,10,19,88,730
276,A地双桥路店,11002561-乡吧哥蜜汁鸡翅,12001131-旺仔牛奶,0.14019718175377593,10,72,23,730
276,A地双桥路店,11002170-三养辣火鸡味拌面,12000292-红牛,0.1359690119681915,5,19,61,730
276,A地双桥路店,11000405-百事可乐330m...,12000134-百事可乐600m...,0.12669173967520686,12,28,88,730
276,A地双桥路店,11002170-三养辣火鸡味拌面,11005780-大丰古法瓜子,0.12645058058070408,4,19,37,730
276,A地双桥路店,11001020-韩国海牌海苔 /...,11002561-乡吧哥蜜汁鸡翅,0.11917137936071033,13,32,72,730
276,A地双桥路店,11002605-老板仔香脆海苔卷...,12000134-百事可乐600m...,0.11599003029528401,13,31,88,730
276,A地双桥路店,12000134-百事可乐600m...,12001131-旺仔牛奶,0.11592611088834626,12,88,23,730
276,A地双桥路店,12000292-红牛,12001131-旺仔牛奶,0.11579017017022047,7,61,23,730
276,A地双桥路店,11000405-百事可乐330m...,11002170-三养辣火鸡味拌面,0.11563802073980987,3,28,19,730
276,A地双桥路店,11002605-老板仔香脆海苔卷...,12001131-旺仔牛奶,0.11225364166806844,4,31,23,730
276,A地双桥路店,11002561-乡吧哥蜜汁鸡翅,11002605-老板仔香脆海苔卷...,0.11036849213976094,8,72,31,730
276,A地双桥路店,11005780-大丰古法瓜子,12001131-旺仔牛奶,0.09934516132005766,6,37,23,730
276,A地双桥路店,11002605-老板仔香脆海苔卷...,12000292-红牛,0.09526504082259625,9,31,61,730
276,A地双桥路店,11001020-韩国海牌海苔 /...,12000134-百事可乐600m...,0.09140486508522186,9,32,88,730
276,A地双桥路店,11002561-乡吧哥蜜汁鸡翅,12000292-红牛,0.0874915814214084,16,72,61,730
276,A地双桥路店,11001020-韩国海牌海苔 /...,11005780-大丰古法瓜子,0.08657402704332405,3,32,37,730
276,A地双桥路店,11000405-百事可乐330m...,11001020-韩国海牌海苔 /...,0.08536482237180133,5,28,32,730
276,A地双桥路店,11002170-三养辣火鸡味拌面,11002561-乡吧哥蜜汁鸡翅,0.07431811773875592,8,19,72,730
276,A地双桥路店,11001020-韩国海牌海苔 /...,12000292-红牛,0.06897251099198867,8,32,61,730
276,A地双桥路店,11000405-百事可乐330m...,11002605-老板仔香脆海苔卷...,0.05856909884434194,5,28,31,730
276,A地双桥路店,11008516-李子柒螺蛳粉33...,12000292-红牛,0.0517168419059054,1,5,61,730
276,A地双桥路店,11001020-韩国海牌海苔 /...,11002170-三养辣火鸡味拌面,0.0490254109748453,3,32,19,730
276,A地双桥路店,11005780-大丰古法瓜子,12000292-红牛,0.045670091118007565,9,37,61,730
276,A地双桥路店,11002170-三养辣火鸡味拌面,11008516-李子柒螺蛳粉33...,0.041247134270276875,1,19,5,730
276,A地双桥路店,11002605-老板仔香脆海苔卷...,11005780-大丰古法瓜子,0.04038237829264786,4,31,37,730
276,A地双桥路店,11002170-三养辣火鸡味拌面,11002605-老板仔香脆海苔卷...,0.037158352566972995,2,19,31,730
276,A地双桥路店,11000405-百事可乐330m...,11008516-李子柒螺蛳粉33...,0.03478751104263401,1,28,5,730
276,A地双桥路店,11002605-老板仔香脆海苔卷...,11008516-李子柒螺蛳粉33...,0.020403569087149256,1,31,5,730
276,A地双桥路店,11005780-大丰古法瓜子,11008516-李子柒螺蛳粉33...,0.016840565545320044,1,37,5,730
276,A地双桥路店,11001020-韩国海牌海苔 /...,11002605-老板仔香脆海苔卷...,0.014193618708420628,3,32,31,730
276,A地双桥路店,11000405-百事可乐330m...,11005780-大丰古法瓜子,0.005894640060290531,2,28,37,730
276,A地双桥路店,11002561-乡吧哥蜜汁鸡翅,11008516-李子柒螺蛳粉33...,0.001432735820485017,1,72,5,730
276,A地双桥路店,11001020-韩国海牌海苔 /...,12001131-旺仔牛奶,-0.0006619801827647689,2,32,23,730
276,A地双桥路店,11008516-李子柒螺蛳粉33...,12000134-百事可乐600m...,-0.006714831628673316,1,5,88,730
276,A地双桥路店,11008516-李子柒螺蛳粉33...,12001131-旺仔牛奶,-0.009857680887729852,0,5,23,730
276,A地双桥路店,11001020-韩国海牌海苔 /...,11008516-李子柒螺蛳粉33...,-0.01228667542719997,0,32,5,730
