validation_mode,level,model,model_label,strategy_rule,threshold_rule,low_volume_selected_share,MAE,RMSE,WAPE,WAPE_pct,actual_sum,prediction_sum,abs_error_sum,bias,bias_pct_of_actual,n,WAPE_pct_point_change_vs_current,WAPE_pct_point_change_vs_q1,WAPE_pct_point_change_vs_ridge
strict_recursive_7day,product,hybrid_avg_lt_0_3_product_mean,历史均值 <0.3-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,5.949535976148892,11.09433439412409,0.39498994032523765,39.49899403252377,5061.0,5308.099470909442,1999.0440879860278,247.09947090944206,0.04882423847252362,336,-36.35362028331157,-36.84714664295478,-37.184866500043796
strict_recursive_7day,product,hybrid_avg_lt_0_3_or_zero_ge_0_75_product_mean,历史均值 <0.3 或零销量比例 >=0.75-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,5.954244334032173,11.084468970279007,0.3953025284004762,39.530252840047616,5061.0,5259.364786118431,2000.6260962348101,198.36478611843086,0.03919478089674587,336,-36.32236147578772,-36.815887835430935,-37.15360769251995
strict_recursive_7day,product,hybrid_zero_ge_0_75_product_mean,零销量比例 >=0.75-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,5.954244334032173,11.084468970279007,0.3953025284004762,39.530252840047616,5061.0,5259.364786118431,2000.6260962348101,198.36478611843086,0.03919478089674587,336,-36.32236147578772,-36.815887835430935,-37.15360769251995
strict_recursive_7day,product,hybrid_current_rule_product_mean,当前低销量规则-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,5.977657422767267,11.088470976443908,0.39685692433309655,39.685692433309654,5061.0,5245.194475951385,2008.4928940498016,184.19447595138536,0.03639487768254996,336,-36.166921882525685,-36.6604482421689,-36.99816809925791
strict_recursive_7day,product,hybrid_avg_lt_0_2_category_mean,历史均值 <0.2-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,历史均值 <0.2,0.22039473684210525,5.9884425507303805,11.024957158203867,0.39757294942608334,39.75729494260833,5061.0,5338.61728181056,2012.1166970454078,277.6172818105597,0.05485423469878674,336,-36.09531937322701,-36.58884573287022,-36.92656558995923
strict_recursive_7day,product,hybrid_avg_lt_0_3_or_zero_ge_0_75_category_mean,历史均值 <0.3 或零销量比例 >=0.75-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,6.037386740955861,11.08310872752486,0.40082235624603224,40.08223562460322,5061.0,5310.342057613372,2028.5619449611693,249.34205761337216,0.04926734985445014,336,-35.77037869123212,-36.26390505087533,-36.60162490796434
strict_recursive_7day,product,hybrid_zero_ge_0_75_category_mean,零销量比例 >=0.75-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,6.037386740955861,11.08310872752486,0.40082235624603224,40.08223562460322,5061.0,5310.342057613372,2028.5619449611693,249.34205761337216,0.04926734985445014,336,-35.77037869123212,-36.26390505087533,-36.60162490796434
strict_recursive_7day,product,hybrid_avg_lt_0_3_category_mean,历史均值 <0.3-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,6.049329467386214,11.10974746929431,0.40161523434929225,40.16152343492922,5061.0,5358.079420791817,2032.574701041768,297.07942079181703,0.05869974724201087,336,-35.69109088090612,-36.18461724054933,-36.52233709763834
strict_recursive_7day,product,hybrid_current_rule_category_mean,当前低销量规则-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,6.065844380594019,11.089549472943176,0.4027116601224245,40.271166012242446,5061.0,5306.738103504835,2038.1237118795902,245.73810350483473,0.04855524669133269,336,-35.58144830359289,-36.074974663236105,-36.41269452032512
strict_recursive_7day,store,hybrid_avg_lt_0_3_recent28_mean,历史均值 <0.3-低销量用近28日均值,低销量序列使用窗口开始日前近 28 日均值，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,9.370137174240837,14.52799118852459,0.3628822142167959,36.28822142167959,5061.0,4951.571324065924,1836.546886151204,-109.42867593407573,-0.021621947428191214,196,-39.56439289415575,-40.057919253798964,-40.39563911088798
strict_recursive_7day,store,hybrid_avg_lt_0_2_recent28_mean,历史均值 <0.2-低销量用近28日均值,低销量序列使用窗口开始日前近 28 日均值，常规序列使用完整 Ridge,历史均值 <0.2,0.22039473684210525,9.372610054230117,14.464047921395366,0.3629779827364361,36.29779827364361,5061.0,4953.822745552905,1837.031570629103,-107.17725444709504,-0.021177090386701253,196,-39.55481604219173,-40.048342401834944,-40.38606225892396
strict_recursive_7day,store,hybrid_avg_lt_0_3_or_zero_ge_0_75_recent28_mean,历史均值 <0.3 或零销量比例 >=0.75-低销量用近28日均值,低销量序列使用窗口开始日前近 28 日均值，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,9.435002436742213,14.74275455322529,0.3653942852403623,36.53942852403623,5061.0,4840.749136079239,1849.2604776014737,-220.25086392076082,-0.043519238079581274,196,-39.31318579179911,-39.80671215144232,-40.14443200853133
strict_recursive_7day,store,hybrid_zero_ge_0_75_recent28_mean,零销量比例 >=0.75-低销量用近28日均值,低销量序列使用窗口开始日前近 28 日均值，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,9.435002436742213,14.74275455322529,0.3653942852403623,36.53942852403623,5061.0,4840.749136079239,1849.2604776014737,-220.25086392076082,-0.043519238079581274,196,-39.31318579179911,-39.80671215144232,-40.14443200853133
strict_recursive_7day,store,hybrid_current_rule_recent28_mean,当前低销量规则-低销量用近28日均值,低销量序列使用窗口开始日前近 28 日均值，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,9.442143336146552,14.794047803554957,0.3656708345948872,36.56708345948872,5061.0,4837.885668517885,1850.6600938847241,-223.11433148211472,-0.04408502894331451,196,-39.28553085634662,-39.77905721598983,-40.11677707307884
strict_recursive_7day,store,hybrid_avg_lt_0_3_q1_exp_smoothing,历史均值 <0.3-低销量用指数平滑,低销量序列使用问题一门店-商品指数平滑，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,9.500928209480502,14.543766541140453,0.36794742719979817,36.794742719979816,5061.0,4987.332277908508,1862.1819290581784,-73.66772209149167,-0.014555961685732399,196,-39.057871595855524,-39.551397955498736,-39.88911781258775
strict_recursive_7day,store,hybrid_avg_lt_0_2_q1_exp_smoothing,历史均值 <0.2-低销量用指数平滑,低销量序列使用问题一门店-商品指数平滑，常规序列使用完整 Ridge,历史均值 <0.2,0.22039473684210525,9.507433492181491,14.489218778986848,0.36819936069305914,36.81993606930591,5061.0,4987.946372817154,1863.4569644675723,-73.05362718284596,-0.014434623035535657,196,-39.03267824652943,-39.52620460617264,-39.863924463261654
strict_recursive_7day,store,ridge_full_external,完整综合Ridge,所有门店-商品序列均使用完整综合 Ridge,不适用,0.0,9.52705500085687,14.447078843659094,0.3689592531452177,36.89592531452177,5061.0,5018.373403211319,1867.3027801679468,-42.62659678868113,-0.008422564076008917,196,-38.95668900131357,-39.45021536095678,-39.787935218045796
strict_recursive_7day,store,hybrid_zero_ge_0_6_recent28_mean,零销量比例 >=0.6-低销量用近28日均值,低销量序列使用窗口开始日前近 28 日均值，常规序列使用完整 Ridge,零销量比例 >=0.6,0.569078947368421,9.541445049962759,15.15690287961709,0.3695165441202728,36.95165441202728,5061.0,4734.396987956701,1870.1232297927006,-326.6030120432988,-0.06453329619507979,196,-38.90095990380806,-39.39448626345127,-39.73220612054028
strict_recursive_7day,store,hybrid_avg_lt_0_3_or_zero_ge_0_75_q1_exp_smoothing,历史均值 <0.3 或零销量比例 >=0.75-低销量用指数平滑,低销量序列使用问题一门店-商品指数平滑，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,9.576305112638984,14.69661057758999,0.37086658804134376,37.08665880413437,5061.0,4944.742068475938,1876.9558020772408,-116.25793152406186,-0.022971336005544726,196,-38.765955511700966,-39.25948187134418,-39.59720172843319
strict_recursive_7day,store,hybrid_zero_ge_0_75_q1_exp_smoothing,零销量比例 >=0.75-低销量用指数平滑,低销量序列使用问题一门店-商品指数平滑，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,9.576305112638984,14.69661057758999,0.37086658804134376,37.08665880413437,5061.0,4944.742068475938,1876.9558020772408,-116.25793152406186,-0.022971336005544726,196,-38.765955511700966,-39.25948187134418,-39.59720172843319
strict_recursive_7day,store,hybrid_current_q1_regular_ridge,当前混合策略：低销量指数平滑-常规Ridge,低销量序列使用问题一门店-商品指数平滑，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,9.586095962744132,14.747672305742858,0.37124576342577553,37.124576342577555,5061.0,4939.716280498767,1878.8748086978499,-121.28371950123255,-0.023964378482756878,196,-38.728037973257784,-39.221564332900996,-39.55928418999001
strict_recursive_7day,store,hybrid_avg_lt_0_3_q1_hierarchy_blend,历史均值 <0.3-低销量指数平滑+层级收缩,低销量序列使用 70% 指数平滑 + 30% 层级收缩目标，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,9.622210187375881,14.56230469087721,0.37264437793433564,37.264437793433565,5061.0,5033.082010775204,1885.9531967256726,-27.917989224795747,-0.00551629899719339,196,-38.588176522401774,-39.081702882044986,-39.419422739134
strict_recursive_7day,store,hybrid_avg_lt_0_2_q1_hierarchy_blend,历史均值 <0.2-低销量指数平滑+层级收缩,低销量序列使用 70% 指数平滑 + 30% 层级收缩目标，常规序列使用完整 Ridge,历史均值 <0.2,0.22039473684210525,9.629657141401001,14.512288989639096,0.3729327800265948,37.29327800265948,5061.0,5031.874006491154,1887.4127997145963,-29.125993508845568,-0.0057549878499991245,196,-38.55933631317586,-39.052862672819074,-39.39058252990809
strict_recursive_7day,store,hybrid_zero_ge_0_6_q1_exp_smoothing,零销量比例 >=0.6-低销量用指数平滑,低销量序列使用问题一门店-商品指数平滑，常规序列使用完整 Ridge,零销量比例 >=0.6,0.569078947368421,9.672544608207453,15.035512058773211,0.37459370543542,37.459370543542,5061.0,4926.1348077500425,1895.8187432086606,-134.86519224995754,-0.02664793365934747,196,-38.39324377229334,-38.88677013193655,-39.224489989025564
strict_recursive_7day,store,hybrid_avg_lt_0_3_or_zero_ge_0_75_q1_hierarchy_blend,历史均值 <0.3 或零销量比例 >=0.75-低销量指数平滑+层级收缩,低销量序列使用 70% 指数平滑 + 30% 层级收缩目标，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,9.685455556693832,14.73399214317118,0.37509371450543194,37.50937145054319,5061.0,4979.395172552504,1898.349289111991,-81.60482744749606,-0.01612424964384431,196,-38.34324286529215,-38.83676922493536,-39.17448908202437
strict_recursive_7day,store,hybrid_zero_ge_0_75_q1_hierarchy_blend,零销量比例 >=0.75-低销量指数平滑+层级收缩,低销量序列使用 70% 指数平滑 + 30% 层级收缩目标，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,9.685455556693832,14.73399214317118,0.37509371450543194,37.50937145054319,5061.0,4979.395172552504,1898.349289111991,-81.60482744749606,-0.01612424964384431,196,-38.34324286529215,-38.83676922493536,-39.17448908202437
strict_recursive_7day,store,hybrid_current_rule_q1_hierarchy_blend,当前低销量规则-低销量指数平滑+层级收缩,低销量序列使用 70% 指数平滑 + 30% 层级收缩目标，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,9.693015922542147,14.788303179521636,0.375386508756819,37.5386508756819,5061.0,4973.956035672734,1899.8311208182608,-87.04396432726571,-0.01719896548651763,196,-38.31396344015344,-38.80748979979665,-39.14520965688566
strict_recursive_7day,store,hybrid_zero_ge_0_6_q1_hierarchy_blend,零销量比例 >=0.6-低销量指数平滑+层级收缩,低销量序列使用 70% 指数平滑 + 30% 层级收缩目标，常规序列使用完整 Ridge,零销量比例 >=0.6,0.569078947368421,9.694040637919457,15.04961807709263,0.37542619344639666,37.54261934463967,5061.0,4883.0644960049185,1900.0319650322135,-177.9355039950815,-0.035158171111456527,196,-38.30999497119567,-38.80352133083888,-39.141241187927896
strict_recursive_7day,store,hybrid_current_calibrated_to_q1_store,当前混合策略校准到问题一门店预测,以后处理方式将当前混合策略在日期-门店层面的预测总量按比例缩放到问题一指数平滑聚合预测；比例只使用两套模型预测值，不使用验证窗口真实销量,问题一门店聚合预测后处理校准,0.39473684210526316,9.786722211689481,15.924845952294218,0.3790155213379052,37.901552133790524,5061.0,4737.457656066737,1918.1975534911385,-323.5423439332626,-0.06392854059143699,196,-37.951062182044815,-38.44458854168803,-38.78230839877704
strict_recursive_7day,store,q1_store_product_exp_smoothing,问题一简单指数平滑,所有门店-商品序列均使用问题一指数平滑,不适用,0.0,9.810171153182491,15.963126120538085,0.3799236407871504,37.99236407871504,5061.0,4732.861663534108,1922.7935460237682,-328.1383364658923,-0.06483666004068213,196,-37.8602502371203,-38.35377659676351,-38.69149645385252
strict_recursive_7day,store,hybrid_current_calibrated_to_q1_overall,当前混合策略校准到问题一总量预测,以后处理方式将当前混合策略在日期-总量层面的预测总量按比例缩放到问题一指数平滑聚合预测；比例只使用两套模型预测值，不使用验证窗口真实销量,问题一总量聚合预测后处理校准,0.39473684210526316,9.811562313522812,15.827513676403717,0.37997751698290283,37.99775169829028,5061.0,4732.8616635341095,1923.0662134504712,-328.13833646589046,-0.06483666004068177,196,-37.85486261754506,-38.34838897718827,-38.686108834277285
strict_recursive_7day,store,hybrid_current_calibrated_to_q1_category,当前混合策略校准到问题一类别预测,以后处理方式将当前混合策略在日期-类别层面的预测总量按比例缩放到问题一指数平滑聚合预测；比例只使用两套模型预测值，不使用验证窗口真实销量,问题一类别聚合预测后处理校准,0.39473684210526316,9.812231096377806,15.82931935334549,0.3800034172871073,38.00034172871073,5061.0,4731.183801654771,1923.19729489005,-329.81619834522917,-0.06516818777815238,196,-37.85227258712461,-38.34579894676782,-38.683518803856835
strict_recursive_7day,store,hybrid_current_calibrated_to_q1_product,当前混合策略校准到问题一商品预测,以后处理方式将当前混合策略在日期-商品层面的预测总量按比例缩放到问题一指数平滑聚合预测；比例只使用两套模型预测值，不使用验证窗口真实销量,问题一商品聚合预测后处理校准,0.39473684210526316,9.818272877241004,15.84075473728977,0.3802374005017263,38.02374005017263,5061.0,4725.982581500255,1924.3814839392367,-335.01741849974496,-0.06619589379564216,196,-37.82887426566271,-38.322400625305924,-38.66012048239494
strict_recursive_7day,store,hybrid_avg_lt_0_2_hierarchy_shrink,历史均值 <0.2-低销量用层级收缩均值,低销量序列使用近28日、商品均值、类别均值的层级收缩目标，常规序列使用完整 Ridge,历史均值 <0.2,0.22039473684210525,9.998338112992196,14.648094502608902,0.3872108812777061,38.72108812777061,5061.0,5134.371818397156,1959.6742701464705,73.37181839715595,0.014497494249586237,196,-37.13152618806473,-37.625052547707945,-37.96277240479696
strict_recursive_7day,store,hybrid_avg_lt_0_3_hierarchy_shrink,历史均值 <0.3-低销量用层级收缩均值,低销量序列使用近28日、商品均值、类别均值的层级收缩目标，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,10.026405009039966,14.712448279361059,0.3882978426737469,38.82978426737469,5061.0,5139.831387464157,1965.1753817718331,78.83138746415716,0.015576247276063458,196,-37.02283004846065,-37.51635640810386,-37.85407626519287
strict_recursive_7day,store,hybrid_avg_lt_0_3_or_zero_ge_0_75_hierarchy_shrink,历史均值 <0.3 或零销量比例 >=0.75-低销量用层级收缩均值,低销量序列使用近28日、商品均值、类别均值的层级收缩目标，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,10.209986645726536,15.018612615311916,0.395407504952065,39.5407504952065,5061.0,5060.252415397825,2001.157382562401,-0.7475846021752659,-0.00014771479987655916,196,-36.31186382062884,-36.80539018027205,-37.14311003736106
strict_recursive_7day,store,hybrid_zero_ge_0_75_hierarchy_shrink,零销量比例 >=0.75-低销量用层级收缩均值,低销量序列使用近28日、商品均值、类别均值的层级收缩目标，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,10.209986645726536,15.018612615311916,0.395407504952065,39.5407504952065,5061.0,5060.252415397825,2001.157382562401,-0.7475846021752659,-0.00014771479987655916,196,-36.31186382062884,-36.80539018027205,-37.14311003736106
strict_recursive_7day,store,hybrid_current_rule_hierarchy_shrink,当前低销量规则-低销量用层级收缩均值,低销量序列使用近28日、商品均值、类别均值的层级收缩目标，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,10.214725797448796,15.079933784898676,0.39559104056509864,39.55910405650987,5061.0,5053.848797745326,2002.0862562999641,-7.15120225467399,-0.001413001828625566,196,-36.29351025932547,-36.787036618968685,-37.1247564760577
strict_recursive_7day,store,hybrid_zero_ge_0_6_hierarchy_shrink,零销量比例 >=0.6-低销量用层级收缩均值,低销量序列使用近28日、商品均值、类别均值的层级收缩目标，常规序列使用完整 Ridge,零销量比例 >=0.6,0.569078947368421,10.394131684792306,15.602857229399211,0.4025389864096605,40.25389864096605,5061.0,4782.56710193296,2037.249810219292,-278.4328980670398,-0.05501539183304481,196,-35.59871567486929,-36.0922420345125,-36.429961891601515
strict_recursive_7day,store,hybrid_avg_lt_0_2_category_mean,历史均值 <0.2-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,历史均值 <0.2,0.22039473684210525,10.709261670814156,15.105639510662028,0.4147431905709493,41.47431905709493,5061.0,5338.617281810559,2099.0152874795745,277.6172818105588,0.05485423469878656,196,-34.37829525874041,-34.87182161838362,-35.20954147547263
strict_recursive_7day,store,hybrid_avg_lt_0_2_product_mean,历史均值 <0.2-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,历史均值 <0.2,0.22039473684210525,10.765101362919737,15.169282964475544,0.4169057235985513,41.69057235985513,5061.0,5299.123297528637,2109.9598671322683,238.1232975286366,0.04705064167726469,196,-34.16204195598021,-34.65556831562342,-34.99328817271243
strict_recursive_7day,store,hybrid_avg_lt_0_3_category_mean,历史均值 <0.3-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,10.819567236944035,15.221780755806474,0.41901505205315764,41.901505205315765,5061.0,5358.079420791815,2120.635178441031,297.0794207918152,0.05869974724201051,196,-33.951109110519575,-34.44463547016279,-34.7823553272518
strict_recursive_7day,store,hybrid_avg_lt_0_3_product_mean,历史均值 <0.3-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,10.878774024561798,15.29545237719644,0.42130798435370725,42.13079843537073,5061.0,5308.099470909441,2132.2397088141124,247.09947090944115,0.04882423847252344,196,-33.72181588046461,-34.21534224010782,-34.553062097196836
strict_recursive_7day,store,hybrid_current_rule_category_mean,当前低销量规则-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,11.185154305872866,15.864407863959249,0.43317333411402525,43.31733341140252,5061.0,5306.738103504835,2192.2902439510817,245.73810350483473,0.04855524669133269,196,-32.53528090443282,-33.02880726407603,-33.36652712116504
strict_recursive_7day,store,hybrid_avg_lt_0_3_or_zero_ge_0_75_category_mean,历史均值 <0.3 或零销量比例 >=0.75-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,11.185472327989508,15.798056280638379,0.43318565032324513,43.318565032324514,5061.0,5310.342057613372,2192.3525762859435,249.34205761337216,0.04926734985445014,196,-32.534049283510825,-33.02757564315404,-33.36529550024305
strict_recursive_7day,store,hybrid_zero_ge_0_75_category_mean,零销量比例 >=0.75-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,11.185472327989508,15.798056280638379,0.43318565032324513,43.318565032324514,5061.0,5310.342057613372,2192.3525762859435,249.34205761337216,0.04926734985445014,196,-32.534049283510825,-33.02757564315404,-33.36529550024305
strict_recursive_7day,store,hybrid_avg_lt_0_3_or_zero_ge_0_75_product_mean,历史均值 <0.3 或零销量比例 >=0.75-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,11.252153022967683,15.887883294823299,0.4357680285519988,43.57680285519988,5061.0,5259.364786118429,2205.421992501666,198.36478611842904,0.03919478089674551,196,-32.27581146063546,-32.76933782027867,-33.107057677367685
strict_recursive_7day,store,hybrid_zero_ge_0_75_product_mean,零销量比例 >=0.75-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,11.252153022967683,15.887883294823299,0.4357680285519988,43.57680285519988,5061.0,5259.364786118429,2205.421992501666,198.36478611842904,0.03919478089674551,196,-32.27581146063546,-32.76933782027867,-33.107057677367685
strict_recursive_7day,store,hybrid_current_rule_product_mean,当前低销量规则-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,11.255775840130838,15.957864922273908,0.4359083312913741,43.59083312913741,5061.0,5245.194475951384,2206.132064665644,184.19447595138445,0.03639487768254978,196,-32.26178118669793,-32.75530754634114,-33.093027403430156
strict_recursive_7day,store,hybrid_zero_ge_0_6_category_mean,零销量比例 >=0.6-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,零销量比例 >=0.6,0.569078947368421,11.651955249716085,16.796543800512048,0.45125137896549156,45.125137896549155,5061.0,4867.03788224281,2283.7832289443527,-193.96211775718984,-0.038324860256310975,196,-30.727476419286184,-31.221002778929396,-31.55872263601841
strict_recursive_7day,store,hybrid_zero_ge_0_6_product_mean,零销量比例 >=0.6-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,零销量比例 >=0.6,0.569078947368421,11.695226736596094,16.87212373239812,0.45292717652101055,45.292717652101054,5061.0,4806.536771686824,2292.2644403728345,-254.46322831317593,-0.05027923894747598,196,-30.559896663734285,-31.053423023377498,-31.39114288046651
strict_recursive_7day,store_product,hybrid_avg_lt_0_3_or_zero_ge_0_75_recent28_mean,历史均值 <0.3 或零销量比例 >=0.75-低销量用近28日均值,低销量序列使用窗口开始日前近 28 日均值，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,1.7826156014714474,3.701034512612314,0.749536850411231,74.9536850411231,5061.0,4840.749136079239,3793.40599993124,-220.25086392076082,-0.043519238079581274,2128,-0.8989292747122448,-1.392455634355457,-1.73017549144447
strict_recursive_7day,store_product,hybrid_zero_ge_0_75_recent28_mean,零销量比例 >=0.75-低销量用近28日均值,低销量序列使用窗口开始日前近 28 日均值，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,1.7826156014714474,3.701034512612314,0.749536850411231,74.9536850411231,5061.0,4840.749136079239,3793.40599993124,-220.25086392076082,-0.043519238079581274,2128,-0.8989292747122448,-1.392455634355457,-1.73017549144447
strict_recursive_7day,store_product,hybrid_current_rule_recent28_mean,当前低销量规则-低销量用近28日均值,低销量序列使用窗口开始日前近 28 日均值，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,1.7828339879524024,3.7003771963208614,0.7496286754322689,74.96286754322689,5061.0,4837.885668517885,3793.8707263627125,-223.11433148211472,-0.04408502894331451,2128,-0.8897467726084471,-1.3832731322516594,-1.7209929893406724
strict_recursive_7day,store_product,hybrid_zero_ge_0_6_recent28_mean,零销量比例 >=0.6-低销量用近28日均值,低销量序列使用窗口开始日前近 28 日均值，常规序列使用完整 Ridge,零销量比例 >=0.6,0.569078947368421,1.7881658262257965,3.7250640446936587,0.7518705548722575,75.18705548722575,5061.0,4734.396987956701,3805.216878208495,-326.6030120432988,-0.06453329619507979,2128,-0.6655588286095906,-1.1590851882528028,-1.4968050453418158
strict_recursive_7day,store_product,hybrid_avg_lt_0_2_recent28_mean,历史均值 <0.2-低销量用近28日均值,低销量序列使用窗口开始日前近 28 日均值，常规序列使用完整 Ridge,历史均值 <0.2,0.22039473684210525,1.7978361835073784,3.6951832448021404,0.7559366525397552,75.59366525397552,5061.0,4953.822745552905,3825.795398503701,-107.17725444709504,-0.021177090386701253,2128,-0.25894906185982336,-0.7524754215030356,-1.0901952785920486
strict_recursive_7day,store_product,hybrid_avg_lt_0_3_recent28_mean,历史均值 <0.3-低销量用近28日均值,低销量序列使用窗口开始日前近 28 日均值，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,1.7987829595665252,3.6941037070737477,0.7563347437181517,75.63347437181517,5061.0,4951.571324065923,3827.8101379575655,-109.42867593407664,-0.02162194742819139,2128,-0.21913994402017067,-0.7126663036633829,-1.0503861607523959
strict_recursive_7day,store_product,hybrid_zero_ge_0_6_q1_hierarchy_blend,零销量比例 >=0.6-低销量指数平滑+层级收缩,低销量序列使用 70% 指数平滑 + 30% 层级收缩目标，常规序列使用完整 Ridge,零销量比例 >=0.6,0.569078947368421,1.8023567426482061,3.713942577651006,0.7578374132296745,75.78374132296744,5061.0,4883.064496004918,3835.4151483553824,-177.9355039950824,-0.03515817111145671,2128,-0.06887299286789528,-0.5623993525111075,-0.9001192096001205
strict_recursive_7day,store_product,hybrid_current_q1_regular_ridge,当前混合策略：低销量指数平滑-常规Ridge,低销量序列使用问题一门店-商品指数平滑，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,1.8039947417877944,3.7184078607622046,0.7585261431583534,75.85261431583534,5061.0,4939.716280498767,3838.9008105244266,-121.28371950123255,-0.023964378482756878,2128,0.0,-0.49352635964321223,-0.8312462167322252
strict_recursive_7day,store_product,hybrid_current_calibrated_to_q1_store,当前混合策略校准到问题一门店预测,以后处理方式将当前混合策略在日期-门店层面的预测总量按比例缩放到问题一指数平滑聚合预测；比例只使用两套模型预测值，不使用验证窗口真实销量,问题一门店聚合预测后处理校准,0.39473684210526316,1.8039950708658645,3.7768434129422586,0.758526281525896,75.8526281525896,5061.0,4737.457656066737,3838.9015108025596,-323.5423439332626,-0.06392854059143699,2128,1.383675426325226e-05,-0.493512522888949,-0.831232379977962
strict_recursive_7day,store_product,hybrid_avg_lt_0_3_or_zero_ge_0_75_q1_exp_smoothing,历史均值 <0.3 或零销量比例 >=0.75-低销量用指数平滑,低销量序列使用问题一门店-商品指数平滑，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,1.8058711485560681,3.7190956089370255,0.7593151164053178,75.93151164053178,5061.0,4944.742068475938,3842.893804127313,-116.25793152406186,-0.022971336005544726,2128,0.07889732469644173,-0.4146290349467705,-0.7523488920357835
strict_recursive_7day,store_product,hybrid_zero_ge_0_75_q1_exp_smoothing,零销量比例 >=0.75-低销量用指数平滑,低销量序列使用问题一门店-商品指数平滑，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,1.8058711485560681,3.7190956089370255,0.7593151164053178,75.93151164053178,5061.0,4944.742068475938,3842.893804127313,-116.25793152406186,-0.022971336005544726,2128,0.07889732469644173,-0.4146290349467705,-0.7523488920357835
