sales_volume_group,MAE,RMSE,WAPE,WAPE_pct,actual_sum,prediction_sum,abs_error_sum,bias_sum,n,product_count,product_actual_sum_min,product_actual_sum_max,product_actual_sum_median
低销量商品,7.1569733329391125,8.819087686184158,0.3306852365054376,33.06852365054376,606.0,658.6443051069809,200.39525332229516,52.644305106981136,28,6,0.0,193.0,106.0
高销量商品,30.58960934222394,41.441137493957974,0.19225792628109323,19.22579262810932,4455.0,4359.729098104337,856.5090615822703,-95.27090189566186,28,6,204.0,1455.0,573.0
