date,weather,max_temperature,min_temperature,avg_temperature,temperature_range,wind_power,is_holiday,is_weekend,is_activity_day,weekday,month,daily_total_sales
2021-12-16,小雨,14.0,9.0,11.5,5.0,5.0,0.0,0,0.0,4,12,102
2021-12-17,晴,11.0,1.0,6.0,10.0,5.0,0.0,0,0.0,5,12,134
2021-12-18,晴,7.0,0.0,3.5,7.0,4.0,0.0,1,0.0,6,12,207
2021-12-19,晴,11.0,2.0,6.5,9.0,2.0,0.0,1,0.0,7,12,178
2021-12-20,多云,16.0,7.0,11.5,9.0,2.0,0.0,0,0.0,1,12,138
2021-12-21,阴,14.0,6.0,10.0,8.0,2.0,0.0,0,0.0,2,12,123
2021-12-22,晴,15.0,6.0,10.5,9.0,4.0,0.0,0,0.0,3,12,95
2021-12-23,多云,17.0,7.0,12.0,10.0,4.0,0.0,0,0.0,4,12,154
2021-12-24,小雨,15.0,5.0,10.0,10.0,5.0,0.0,0,0.0,5,12,129
2021-12-25,小雨,5.0,0.0,2.5,5.0,5.0,0.0,1,0.0,6,12,219
2021-12-26,多云,3.0,-2.0,0.5,5.0,5.0,0.0,1,0.0,7,12,147
2021-12-27,多云,4.0,-2.0,1.0,6.0,2.0,0.0,0,0.0,1,12,106
2021-12-28,阴,6.0,2.0,4.0,4.0,2.0,0.0,0,0.0,2,12,90
2021-12-29,多云,11.0,1.0,6.0,10.0,4.0,0.0,0,0.0,3,12,113
2021-12-30,晴,10.0,0.0,5.0,10.0,2.0,0.0,0,0.0,4,12,118
2021-12-31,晴,10.0,0.0,5.0,10.0,4.0,0.0,0,0.0,5,12,159
2022-01-01,阴,10.0,4.0,7.0,6.0,2.0,1.0,1,0.0,6,1,240
2022-01-02,晴,12.0,0.0,6.0,12.0,4.0,1.0,1,0.0,7,1,266
2022-01-03,晴,15.0,3.0,9.0,12.0,2.0,1.0,0,0.0,1,1,192
2022-01-04,多云,15.0,5.0,10.0,10.0,4.0,0.0,0,0.0,2,1,97
2022-01-05,小雨,16.0,7.0,11.5,9.0,4.0,0.0,0,0.0,3,1,93
2022-01-06,阴,9.0,5.0,7.0,4.0,4.0,0.0,0,0.0,4,1,237
2022-01-07,阴,10.0,4.0,7.0,6.0,2.0,0.0,0,0.0,5,1,137
2022-01-08,阴,11.0,5.0,8.0,6.0,2.0,0.0,1,1.0,6,1,428
2022-01-09,阴,7.0,2.0,4.5,5.0,2.0,0.0,1,0.0,7,1,159
2022-01-10,多云,11.0,3.0,7.0,8.0,4.0,0.0,0,0.0,1,1,146
2022-01-11,晴,7.0,-1.0,3.0,8.0,5.0,0.0,0,0.0,2,1,153
2022-01-12,晴,8.0,0.0,4.0,8.0,4.0,0.0,0,0.0,3,1,113
2022-01-13,小雨,6.0,-1.0,2.5,7.0,4.0,0.0,0,0.0,4,1,110
2022-01-14,多云,9.0,1.0,5.0,8.0,2.0,0.0,0,0.0,5,1,252
2022-01-15,晴,12.0,4.0,8.0,8.0,2.0,0.0,1,0.0,6,1,258
2022-01-16,阴,10.0,6.0,8.0,4.0,2.0,0.0,1,0.0,7,1,268
2022-01-17,阴,10.0,5.0,7.5,5.0,2.0,0.0,0,0.0,1,1,168
2022-01-18,多云,12.0,2.0,7.0,10.0,2.0,0.0,0,0.0,2,1,168
2022-01-19,晴,15.0,4.0,9.5,11.0,4.0,0.0,0,0.0,3,1,256
2022-01-20,阴,11.0,4.0,7.5,7.0,2.0,0.0,0,0.0,4,1,313
2022-01-21,阴,11.0,4.0,7.5,7.0,2.0,0.0,0,0.0,5,1,416
2022-01-22,小到中雨,10.0,9.0,9.5,1.0,2.0,0.0,1,0.0,6,1,353
2022-01-23,小到中雨,11.0,7.0,9.0,4.0,4.0,0.0,1,0.0,7,1,447
2022-01-24,小雨,8.0,4.0,6.0,4.0,4.0,0.0,0,0.0,1,1,347
2022-01-25,阴,7.0,5.0,6.0,2.0,4.0,0.0,0,0.0,2,1,374
2022-01-26,小雨,8.0,6.0,7.0,2.0,4.0,0.0,0,0.0,3,1,338
2022-01-27,小雨,8.0,4.0,6.0,4.0,4.0,0.0,0,0.0,4,1,349
2022-01-28,小雨,5.0,3.0,4.0,2.0,4.0,0.0,0,0.0,5,1,371
2022-01-29,雨夹雪,4.0,2.0,3.0,2.0,4.0,0.0,1,0.0,6,1,444
2022-01-30,雨夹雪,5.0,-1.0,2.0,6.0,4.0,0.0,1,0.0,7,1,468
2022-01-31,多云,8.0,2.0,5.0,6.0,4.0,1.0,0,0.0,1,1,300
2022-02-01,小雨,6.0,4.0,5.0,2.0,4.0,1.0,0,0.0,2,2,137
2022-02-02,小雨,5.0,4.0,4.5,1.0,4.0,1.0,0,0.0,3,2,121
2022-02-03,小雨,6.0,2.0,4.0,4.0,4.0,1.0,0,0.0,4,2,147
2022-02-04,多云,7.0,0.0,3.5,7.0,4.0,1.0,0,0.0,5,2,169
2022-02-05,多云,8.0,0.0,4.0,8.0,4.0,1.0,1,0.0,6,2,170
2022-02-06,阴,7.0,3.0,5.0,4.0,4.0,1.0,1,0.0,7,2,231
2022-02-07,中雨,6.0,4.0,5.0,2.0,4.0,0.0,0,0.0,1,2,99
2022-02-08,小雨,8.0,2.0,5.0,6.0,5.0,0.0,0,1.0,2,2,160
2022-02-09,小雨,6.0,5.0,5.5,1.0,2.0,0.0,0,0.0,3,2,88
2022-02-10,小雨,7.0,3.0,5.0,4.0,4.0,0.0,0,0.0,4,2,121
2022-02-11,小雨,7.0,7.0,7.0,0.0,2.0,0.0,0,0.0,5,2,83
2022-02-12,阵雨,8.0,6.0,7.0,2.0,2.0,0.0,1,0.0,6,2,117
2022-02-13,小雨,7.0,3.0,5.0,4.0,4.0,0.0,1,0.0,7,2,97
2022-02-14,晴,11.0,1.0,6.0,10.0,4.0,0.0,0,0.0,1,2,142
2022-02-15,阴,9.0,3.0,6.0,6.0,2.0,0.0,0,0.0,2,2,127
2022-02-16,阴,8.0,4.0,6.0,4.0,4.0,0.0,0,0.0,3,2,121
2022-02-17,小雨,6.0,3.0,4.5,3.0,4.0,0.0,0,0.0,4,2,105
2022-02-18,小雨,7.0,4.0,5.5,3.0,4.0,0.0,0,0.0,5,2,137
2022-02-19,小雨,6.0,1.0,3.5,5.0,5.0,0.0,1,0.0,6,2,95
2022-02-20,阴,4.0,0.0,2.0,4.0,5.0,0.0,1,0.0,7,2,162
2022-02-21,阴,8.0,3.0,5.5,5.0,2.0,0.0,0,0.0,1,2,115
2022-02-22,小雨,6.0,1.0,3.5,5.0,4.0,0.0,0,0.0,2,2,80
2022-02-23,雨夹雪,4.0,-1.0,1.5,5.0,2.0,0.0,0,0.0,3,2,158
2022-02-24,多云,7.0,0.0,3.5,7.0,4.0,0.0,0,0.0,4,2,116
2022-02-25,晴,11.0,1.0,6.0,10.0,2.0,0.0,0,0.0,5,2,226
2022-02-26,晴,18.0,3.0,10.5,15.0,4.0,0.0,1,0.0,6,2,216
2022-02-27,晴,15.0,7.0,11.0,8.0,4.0,0.0,1,0.0,7,2,140
2022-02-28,多云,20.0,10.0,15.0,10.0,4.0,0.0,0,0.0,1,2,124
2022-03-01,小雨,18.0,8.0,13.0,10.0,4.0,0.0,0,0.0,2,3,117
2022-03-02,多云,15.0,6.0,10.5,9.0,2.0,0.0,0,0.0,3,3,140
2022-03-03,多云,17.0,9.0,13.0,8.0,4.0,0.0,0,0.0,4,3,133
2022-03-04,小雨,17.0,8.0,12.5,9.0,4.0,0.0,0,0.0,5,3,182
2022-03-05,多云,18.0,5.0,11.5,13.0,4.0,0.0,1,0.0,6,3,222
2022-03-06,小雨,11.0,6.0,8.5,5.0,2.0,0.0,1,0.0,7,3,243
2022-03-07,小雨,9.0,1.0,5.0,8.0,4.0,0.0,0,0.0,1,3,150
2022-03-08,晴,17.0,5.0,11.0,12.0,2.0,0.0,0,1.0,2,3,384
2022-03-09,晴,21.0,8.0,14.5,13.0,4.0,0.0,0,0.0,3,3,180
2022-03-10,多云,23.0,13.0,18.0,10.0,5.0,0.0,0,0.0,4,3,150
2022-03-11,晴,24.0,14.0,19.0,10.0,4.0,0.0,0,0.0,5,3,169
2022-03-12,多云,27.0,16.0,21.5,11.0,6.0,0.0,1,0.0,6,3,243
2022-03-13,小雨,25.0,15.0,20.0,10.0,4.0,0.0,1,0.0,7,3,195
2022-03-14,小雨,28.0,12.0,20.0,16.0,6.0,0.0,0,0.0,1,3,163
2022-03-15,多云,22.0,13.0,17.5,9.0,4.0,0.0,0,0.0,2,3,147
2022-03-16,多云,27.0,18.0,22.5,9.0,4.0,0.0,0,0.0,3,3,198
2022-03-17,小到中雨,23.0,9.0,16.0,14.0,6.0,0.0,0,0.0,4,3,125
2022-03-18,阴,13.0,7.0,10.0,6.0,4.0,0.0,0,0.0,5,3,201
2022-03-19,阴,16.0,10.0,13.0,6.0,5.0,0.0,1,0.0,6,3,192
2022-03-20,小雨,11.0,9.0,10.0,2.0,4.0,0.0,1,0.0,7,3,204
2022-03-21,小雨,10.0,8.0,9.0,2.0,5.0,0.0,0,0.0,1,3,96
2022-03-22,小到中雨,10.0,7.0,8.5,3.0,4.0,0.0,0,0.0,2,3,129
2022-03-23,阴,14.0,4.0,9.0,10.0,2.0,0.0,0,0.0,3,3,180
2022-03-24,多云,18.0,13.0,15.5,5.0,6.0,0.0,0,0.0,4,3,167
2022-03-25,雷阵雨,20.0,14.0,17.0,6.0,6.0,0.0,0,0.0,5,3,140
2022-03-26,阴,17.0,10.0,13.5,7.0,2.0,0.0,1,0.0,6,3,210
2022-03-27,小雨,16.0,9.0,12.5,7.0,4.0,0.0,1,0.0,7,3,218
2022-03-28,小雨,15.0,5.0,10.0,10.0,2.0,0.0,0,0.0,1,3,183
2022-03-29,多云,20.0,12.0,16.0,8.0,4.0,0.0,0,0.0,2,3,137
2022-03-30,雷阵雨,23.0,13.0,18.0,10.0,4.0,0.0,0,0.0,3,3,234
