level,model,model_label,MAE,RMSE,WAPE,actual_sum,prediction_sum,n,WAPE_pct
product,exp_smoothing,简单指数平滑,5.747630866931412,10.968068514997912,0.3813982665890983,5606.0,5368.529618738101,372,38.13982665890983
product,moving_average_7,移动平均(7日),6.009600614439324,11.253709797223832,0.39878191733346924,5606.0,5489.285714285714,372,39.878191733346924
product,same_weekday_mean_8,同星期均值(近8周),6.49260752688172,12.003723660615906,0.43083303603282197,5606.0,5982.0,372,43.0833036032822
store,moving_average_7,移动平均(7日),9.684660961158656,15.445121326258523,0.3748789562203761,5606.0,5489.285714285715,217,37.48789562203761
store,exp_smoothing,简单指数平滑,9.984779404290778,15.726717495564955,0.3864960989531036,5606.0,5369.073297442121,217,38.64960989531036
store,same_weekday_mean_8,同星期均值(近8周),11.35483870967742,16.56443830497874,0.4395290759900107,5606.0,5982.0,217,43.952907599001065
store_product,exp_smoothing,简单指数平滑,1.7833098462427417,3.732593052962817,0.7494609343110773,5606.0,5468.386338437441,2356,74.94609343110773
store_product,moving_average_7,移动平均(7日),1.7995998059665292,3.6963186497158222,0.7563070179909281,5606.0,5489.285714285714,2356,75.63070179909282
store_product,same_weekday_mean_8,同星期均值(近8周),2.0237691001697793,4.133993642717725,0.850517302889761,5606.0,5982.0,2356,85.0517302889761
