method,method_label,model,model_label,MAE,RMSE,WAPE,actual_sum,prediction_sum,n,WAPE_pct
store_product_sum,门店-单品预测后按门店类别加总,exp_smoothing,简单指数平滑,2.4135680988009667,4.612495282205038,0.6940192249852227,5606.0,5468.386338437442,1612,69.40192249852227
store_category_direct,门店类别聚合后直接预测,exp_smoothing,简单指数平滑,2.422539186397318,4.629185681066447,0.6965988527421472,5606.0,5447.761852085292,1612,69.65988527421472
store_product_sum,门店-单品预测后按门店类别加总,moving_average_7,移动平均(7日),2.4283055654023395,4.574159776550982,0.6982569695734162,5606.0,5489.285714285715,1612,69.82569695734162
store_category_direct,门店类别聚合后直接预测,moving_average_7,移动平均(7日),2.4283055654023395,4.574159776550982,0.6982569695734162,5606.0,5489.285714285714,1612,69.82569695734162
store_product_sum,门店-单品预测后按门店类别加总,same_weekday_mean_8,同星期均值(近8周),2.728753101736973,5.069172952570954,0.7846503745986443,5606.0,5982.0,1612,78.46503745986443
store_category_direct,门店类别聚合后直接预测,same_weekday_mean_8,同星期均值(近8周),2.728753101736973,5.069172952570954,0.7846503745986443,5606.0,5982.0,1612,78.46503745986443
