level,model,model_label,MAE,RMSE,WAPE,actual_sum,prediction_sum,n,WAPE_pct
store_product,ridge,综合Ridge回归,1.741355783954015,3.6443030010420596,0.7309078032796675,5432.0,4956.536023085402,2280,73.09078032796675
store_product,random_forest,综合随机森林,1.7674980159226499,3.5330685597957077,0.7418806105124525,5432.0,5407.872528856672,2280,74.18806105124524
store_product,q1_store_product_exp_smoothing,问题一门店-商品简单指数平滑,1.7892552172204546,3.765207128159618,0.751012867316391,5432.0,5281.502341182853,2280,75.1012867316391
store_product,baseline_rolling_mean_14,Baseline滚动均值(14日),1.8072681704260651,3.73673390437543,0.7585735325057857,5432.0,5186.285714285714,2280,75.85735325057857
store_product,baseline_moving_average_7,Baseline移动平均(7日),1.8090225563909774,3.731965825447195,0.7593099095308227,5432.0,5305.142857142857,2280,75.93099095308227
